matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,4e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,1.57025,True,True,5,5,0,0,0,0,0,0,0,0,0,True,1106,1106,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,250.397233,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.573675,True,1,,,,,,,,,,117478,,117478,0,0,26733,0,2015064,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.8e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.6e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,1.573675,False,True,8,8,25884,25884,0,0,0,0,0,512,512,True,512,512,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,47.372596,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,390.98251,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,True,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,1.573675,False,True,8,3,10394,10394,0,0,0,0,0,263,263,True,234,234,0,,3545,0,True,True,0,,0,,False,0,0.07841,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,4fe6fbb13aed487a11da215c05643c9470644b02eab069f52ab30af525a937d0,0.630898,141.673838,0.06546,0.06546,356627,482,356627,6109768,122350604,11309,80711,6109768,0,0,0,0,0.0,0.0,390,122,0,117478,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,356627,0,False,True,143.058953,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,1.573675,False,True,8,3,10394,10394,0,0,0,0,0,263,263,True,234,234,0,,3545,0,True,True,0,,0,,False,0,0.077361,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,b356069dc0908598dea50d25da52d5119c69cc8321d14f05d13309a22fc27a4b,0.633314,143.300141,0.066061,0.066061,356627,482,356627,6109768,122350604,11309,80711,6109768,0,0,0,0,0.0,0.0,390,122,0,117478,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,356627,0,False,True,144.687198,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,True,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000315,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,64da331649b910b7eccb4c90312bb9be038c8363068185ec0f69aa1efb020747,1.885036,0.0,1.885036,,686,686,686,0,6626,11,8,310889,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.904178,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000338,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,2446b9e96dd9f4d725572b13f23a22f028eba0721304f5701bbef6b2682745cb,1.849845,0.0,1.849845,,686,686,686,0,6626,11,8,310889,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.867455,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,25.206628,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,3.8e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,1.431613,True,True,8,8,0,0,0,0,0,0,0,0,0,True,1579,1579,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,220.573411,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.431613,True,1,,,,,,,,,,56200,,56200,0,0,15283,0,793471,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.8e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.7e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,1.431613,False,True,8,8,12788,12788,0,0,0,0,0,399,399,True,399,399,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,25.23871,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,203.246415,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_wall_time_lower"
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,1.431613,False,True,8,2,2875,2875,0,0,0,0,0,214,214,True,177,177,0,,0,0,True,True,0,,0,,False,0,0.070136,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,f9966b04656540ddf5e50fe8ca58ad13461a081951647af28cf43b2ab1b23344,0.557418,49.474127,0.052565,0.052565,116727,491,116727,1647050,53893662,3733,31078,1647050,0,0,0,0,0.0,0.0,380,132,0,56200,8,8,8,0,0,6,WORKER_INCOMPLETE_LIMIT,False,116727,0,False,True,50.269852,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,1.431613,False,True,8,2,2875,2875,0,0,0,0,0,214,214,True,177,177,0,,0,0,True,True,0,,0,,False,0,0.072742,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,6142bcd07cea3a5e41981c3e53b74d8a012952fc43a42819a3c41d01d82f1120,0.555041,49.509162,0.056324,0.056324,116727,491,116727,1647050,53893662,3733,31078,1647050,0,0,0,0,0.0,0.0,380,132,0,56200,8,8,8,0,0,6,WORKER_INCOMPLETE_LIMIT,False,116727,0,False,True,50.30313,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.00033,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,0a86bcf2a601119693e8e328075569d448e897e3a26b884009e8e5ff2530d40a,1.298508,0.0,1.298508,,828,828,828,0,4209,11,8,217935,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.316315,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000323,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,a52da3b882ce39040bf5dfe4c19d75947dadf85bbd5ce3dba9ee6a7868ad2a72,1.305575,0.0,1.305575,,828,828,828,0,4209,11,8,217935,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.324843,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.56868,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,20.149274,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.56868,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,4.1e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.56868,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,1.562536,True,True,5,5,0,0,0,0,0,0,0,0,0,True,1112,1112,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,111.132609,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.56868,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.56868,True,1,,,,,,,,,,44991,,44991,0,0,15143,0,739375,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.8e-05,,,,False,,,,,,False,False,
